restaurant_id,name,days_in_advance,primary_cuisine,secondary_cuisines,primary_dining_style,secondary_dining_styles,facilities,primary_place,places,hashtags,weighted_rating_score,total_revenue,total_bookings,total_guests,total_no_shows,total_temporary_bookings,avg_revenue_per_booking,no_show_rate,kol_views,kol_likes,kol_comments,unique_kols_used,web_views,web_revenue,restaurant_name_en,restaurant_name_th,extracted_location,kol_engagement_rate
3895.0,Meng Pu Dong Phran Nok Phutthamonthon Sai 4 Road,90.0,thai,Unknown,family friendly,"chain restaurant, family friendly, casual dining",indoor seating,awardtype:red table 2024,Unknown,"amex, redtable 2024 award winner",4.74364911810016,20703600.0,1624.0,4801.0,1.0,29.0,12748.522167487685,0.0006157635467980296,0.0,0.0,0.0,0.0,12.0,0.0,Meng Pu Dong Phran Nok Phutthamonthon Sai 4 Road,เม้งปูดอง พรานนก-สาย พุทธมณฑลสาย 4,Thai,0.0
3896.0,Siam77 Vintage Home & Restaurant,90.0,thai,thai,waterfront,"casual dining, open air/outdoor, waterfront","scenic view, indoor seating, outdoor seating",location:nonthaburi,Unknown,restaurants with river view,4.740097130147371,2963800.0,143.0,505.0,12.0,0.0,20725.874125874125,0.08391608391608392,0.0,0.0,0.0,0.0,0.0,0.0,Siam77 Vintage Home & Restaurant,Siam77 Vintage Home & Restaurant,Chinese,0.0
3897.0,GaGa Udon House Thong Lor,90.0,japanese,Unknown,casual dining,"casual dining, family friendly","indoor seating, private room up to 10 people",popularzone:thonglor,"popularzone:thonglor, btsroute:bts thong lor",amex,4.697460086835995,1823175.0,139.0,298.0,0.0,11.0,13116.366906474821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GaGa Udon House Thong Lor,กาก้า อุด้ง เฮ้าส์ ทองหล่อ,Thai,0.0
3898.0,Senses Amatara Welleisureᵀᴹ Resort (Phuket),90.0,international,Unknown,hotel restaurant,"waterfront, hotel restaurant, casual dining, open air/outdoor","wheelchair access, indoor seating, scenic view, have parking",location:phuket,Unknown,amex,4.735695854657314,4479450.0,58.0,358.0,1.0,1.0,77231.89655172414,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,Senses Amatara Welleisureᵀᴹ Resort (Phuket),Senses Amatara Welleisureᵀᴹ Resort (Phuket),Chinese,0.0
3899.0,Siri Amatara Welleisure Resort (Phuket),90.0,thai,Unknown,hotel restaurant,"casual dining, hotel restaurant, open air/outdoor","outdoor seating, wheelchair access, have parking, scenic view, indoor seating",location:phuket,Unknown,amex,4.8513289182447386,722850.0,27.0,71.0,0.0,1.0,26772.222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Siri Amatara Welleisure Resort (Phuket),Siri Amatara Welleisure Resort (Phuket),Japanese,0.0
3900.0,Scene Amatara Welleisureᵀᴹ Resort (Phuket),90.0,international,"european, thai, international",hotel restaurant,"waterfront, hotel restaurant, open air/outdoor, casual dining","have parking, scenic view, indoor seating, outdoor seating",location:phuket,Unknown,"amex, thai waterfront restaurants near me",4.436877115319303,516000.0,16.0,34.0,0.0,0.0,32250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scene Amatara Welleisureᵀᴹ Resort (Phuket),Scene Amatara Welleisureᵀᴹ Resort (Phuket),European,0.0
3901.0,Vantage Point QSNCC,180.0,european,"german, european, mediterranean, spanish, italian, french, steakhouse",buffet,"family friendly, buffet, chain restaurant, casual dining","outdoor seating, indoor seating, accommodates 50+ people, private room up to 10 people, accommodates 120+ people, accommodates 80+ people, private room up to 40 people, have parking, scenic view, private room up to 20 people, have baby chair",awardbadge:red table award,popularzone:rama 4,"tiewpaireviewpai, amex, sunday brunch, pizza, redtable 2024 award winner, weekend best selling, free-flow promotion, best selling weekday, celebration redtable awards 2025, top 20 restaurants in thailand, 5 must-try buffet restaurants, top 10 restaurant bkk (india), birthday celebration, famous restaurants, celebrate love with us",4.744457011047232,1121671430.0,29696.0,120636.0,294.0,550.0,37771.80192618535,0.009900323275862068,0.0,0.0,0.0,0.0,2037.0,0.0,Vantage Point QSNCC,Vantage Point QSNCC,Chinese,0.0
3903.0,Hyde & Seek Silom Edge,90.0,european,"european, italian, fusion",casual dining,"casual dining, rooftop, pub/bar","outdoor seating, accommodates 120+ people, accommodates 50+ people, private room up to 10 people, wheelchair access, live music, have parking, scenic view, accommodates 80+ people, indoor seating",btsroute:bts sala daeng,"mrtroute:mrt si lom, btsroute:bts sala daeng, mrtroute:mrt sam yan","sunday brunch, pizza, famous restaurants, time to celebrate, hottest promotion, best selling weekday, amex",4.849419684064661,125347161.0,6243.0,17806.0,45.0,88.0,20078.033157135993,0.007208073041806823,0.0,0.0,0.0,0.0,712.0,0.0,Hyde & Seek Silom Edge,ไฮด์ แอนด์ ซีค สีลมเอจ,International,0.0
3904.0,Hyde & Seek Athenee Tower,90.0,european,"italian, european, fusion",casual dining,"rooftop, casual dining, pub/bar","live music, accommodates 50+ people, outdoor seating, scenic view, private room up to 10 people, have parking, indoor seating, accommodates 120+ people, wheelchair access, accommodates 80+ people",btsroute:bts phloen chit,btsroute:bts phloen chit,"sunday brunch, best selling weekday, amex, pizza, hottest promotion, time to celebrate",4.70073492540555,50208824.0,3323.0,7821.0,19.0,41.0,15109.486608486308,0.005717724947336744,0.0,0.0,0.0,0.0,72.0,0.0,Hyde & Seek Athenee Tower,ไฮด์ แอนด์ ซีค แอทธินี ทาวเวอร์,International,0.0
3905.0,Man Fu Yuan QSNCC,90.0,chinese,Unknown,buffet,"fine dining, chain restaurant, family friendly, buffet","have parking, vegan/vegetarian friendly, indoor seating, accommodates 50+ people, private room up to 20 people",awardbadge:michelin guide,popularzone:rama 4,"weekend best selling, amex, goodbyemoney, best dim sum buffets in bangkok, time to celebrate, famous restaurants, michelin guide & star",4.676801014675255,403553090.0,10812.0,40265.0,107.0,101.0,37324.55512393637,0.009896411394746578,4863.0,97.0,3.0,2.0,1559.0,0.0,Man Fu Yuan QSNCC,หม่าน ฟู่ หยวน ศูนย์การประชุมแห่งชาติสิริกิติ์,International,0.02056343820686819
3906.0,,,,,,,,,,,,887112.0,56.0,137.0,0.0,4.0,15841.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mahanakhon Eatery,มหานคร อีทเทอรี,International,0.0
3907.0,,,,,,,,,,,,57600.0,1.0,2.0,0.0,0.0,57600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miss Olive Oyl SAii Laguna (Phuket),มิส โอลีฟ ออยส์ ทราย ลากูน่า (ภูเก็ต),International,0.0
3908.0,You&I Premium Suki Buffet Marche Thonglor ,90.0,japanese,japanese,hot pot/shabu,"family friendly, chain restaurant, casual dining, hot pot/shabu, buffet","accommodates 50+ people, indoor seating",popularzone:thonglor,popularzone:thonglor,"you&i, amex, mala hub, celebration redtable awards 2025, goodbyemoney, time to celebrate",4.726875333997785,12852480.0,634.0,1983.0,1.0,26.0,20272.05047318612,0.0015772870662460567,0.0,0.0,0.0,0.0,39.0,0.0,You&I Premium Suki Buffet Marche Thonglor,ยู แอนด์ไอ มาร์เช่ ทองหล่อ,Japanese,0.0
3909.0,,,,,,,,,,,,1562550.0,44.0,93.0,0.0,0.0,35512.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mr. French,Mr. French,French,0.0
3910.0,,,,,,,,,,,,1965240.0,269.0,537.0,0.0,1.0,7305.724907063197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Racharos Thai Boat Noodles Inthamara 35-37,ราชารส ก๋วยเตี๋ยวเรือ เนื้อ-หมู รสเด็ด อินทามระ 35-37,Thai,0.0
3911.0,,,,,,,,,,,,27294636.0,1705.0,4890.0,0.0,14.0,16008.584164222873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Meng Pu Dong Serithai 27,เม้งปูดองเสรีไทย27,Thai,0.0
3912.0,,,,,,,,,,,,3997920.0,84.0,184.0,0.0,2.0,47594.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangkok Bustaurant,บางกอก บัสเตอรองท์,Fusion,0.0
3913.0,House of Kin KORAT Centara Korat (Nakhon Ratchasima),90.0,japanese,"international, thai, japanese, fusion",buffet,"family friendly, buffet, cafe/dessert, casual dining","outdoor seating, halal, indoor seating, have parking, have baby chair",location:korat,Unknown,Unknown,4.75469952774577,19782072.0,782.0,2354.0,0.0,0.0,25296.76726342711,0.0,0.0,0.0,0.0,0.0,522.0,0.0,House of Kin KORAT Centara Korat (Nakhon Ratchasima),เฮ้าส์ออฟกิน โคราช (Nakhon Ratchasima),Japanese,0.0
3914.0,Chaophraya Cruise,90.0,thai,"international, thai",cruise,"waterfront, family friendly, cruise, casual dining","scenic view, live music, indoor seating, outdoor seating",shoppingmall:asiatique,shoppingmall:asiatique,"dining cruise, amex, dinner cruise",4.544375906565416,130536380.7,2346.0,6809.0,0.0,45.0,55642.10601023018,0.0,0.0,0.0,0.0,0.0,129.0,0.0,Chaophraya Cruise,Chaophraya Cruise,International,0.0
3915.0,,,,,,,,,,,,5422572.0,111.0,278.0,0.0,7.0,48852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TestTaste,เทส เทส,Japanese,0.0
3916.0,,,,,,,,,,,,2527656.0,120.0,312.0,2.0,0.0,21063.8,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,The Londoner Brew Pub,เดอะ ลอนดอนเนอร์ บริว ผับ,International,0.0
3918.0,,,,,,,,,,,,855495.0,14.0,53.0,0.0,0.0,61106.78571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haru Ekkamai,ฮารุ เอกมัย,Korean,0.0
3919.0,,,,,,,,,,,,322350.0,27.0,56.0,0.0,0.0,11938.888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ron Ron Slow Bar,Ron Ron Slow Bar,European,0.0
3921.0,,,,,,,,,,,,1559832.0,47.0,105.0,0.0,0.0,33187.914893617024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SkyWine Bar Skyview Hotel,SkyWine Bar Skyview Hotel,International,0.0
3923.0,,,,,,,,,,,,5126880.0,309.0,640.0,0.0,8.0,16591.844660194176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hops and Hope Craft Bar,Hops and Hope Craft Bar,International,0.0
3924.0,Sola Luna Rooftop at Grande Centre Point Space (Pattaya),90.0,fusion,"international, fusion, mediterranean, european, italian, japanese",rooftop,"hotel restaurant, casual dining, family friendly, open air/outdoor, rooftop","outdoor seating, private room up to 10 people",location:pattaya,Unknown,amex,4.710057395087082,9836500.0,396.0,999.0,8.0,5.0,24839.646464646463,0.020202020202020204,0.0,0.0,0.0,0.0,167.0,0.0,Sola Luna Rooftop at Grande Centre Point Space (Pattaya),โซล่า ลูน่า รูฟท็อป แกรนด์เซนเตอร์ พอยต์ สเปซ (พัทยา),Japanese,0.0
3925.0,Mont Calzone at Habito Mall,90.0,italian,"international, european, italian",mall restaurant,"mall restaurant, cafe/dessert, casual dining","indoor seating, have parking, accommodates 50+ people, wheelchair access, pet friendly",popularzone:phra khanong,popularzone:phra khanong,amex,4.762126269191581,36153150.0,1275.0,2562.0,0.0,3.0,28355.41176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mont Calzone at Habito Mall,มอนท์ คัลโซน ฮาบิโตะ มอลล์,Japanese,0.0
3926.0,Oort Cloud Tea Room at Grande Centre Point Space (Pattaya),90.0,european,Unknown,afternoon tea,Unknown,Unknown,location:pattaya,Unknown,amex,4.931063134595791,1704680.0,151.0,374.0,2.0,11.0,11289.271523178808,0.013245033112582781,0.0,0.0,0.0,0.0,12.0,0.0,Oort Cloud Tea Room at Grande Centre Point Space (Pattaya),ออร์ตคลาวด์ ทีรูม แกรนด์เซนเตอร์ พอยต์ สเปซ (พัทยา),Japanese,0.0
3927.0,Zong Zi Pad Pad Rustic Cuisine • Lounge (Koh Chang),90.0,thai,Unknown,hotel restaurant,"open air/outdoor, pub/bar, wine bar, casual dining, hotel restaurant, family friendly","outdoor seating, wheelchair access, have parking",location:koh chang,Unknown,amex,4.827657836489477,582600.0,26.0,66.0,1.0,0.0,22407.69230769231,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,Zong Zi Pad Pad Rustic Cuisine • Lounge (Koh Chang),Zong Zi Pad Pad Rustic Cuisine • Lounge (Koh Chang),Japanese,0.0
3928.0,The Coffee Club Boat Lagoon (Phuket),90.0,fusion,"international, thai, american, european, fusion",casual dining,"family friendly, casual dining, cafe/dessert, chain restaurant",indoor seating,location:phuket,Unknown,Unknown,4.692842062901438,1600990.0,82.0,269.0,0.0,0.0,19524.268292682926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Coffee Club Boat Lagoon (Phuket),เดอะ คอฟฟี่ คลับ โบ๊ท ลากูน (ภูเก็ต),Japanese,0.0
3929.0,,,,,,,,,,,,1063070.0,81.0,190.0,0.0,2.0,13124.32098765432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Coffee Club Old Town (Phuket),เดอะ คอฟฟี่ คลับ โอลด์ทาวน์ (ภูเก็ต),Fusion,0.0
3930.0,,,,,,,,,,,,97920.0,8.0,16.0,0.0,0.0,12240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Bar Novotel Bangkok Bangna,เดอะบาร์ โรงแรมโนโวเทล บางนา,Thai,0.0
3932.0,Viva Alangka Cruise,90.0,international,Unknown,cruise,"cruise, buffet","private room up to 10 people, wheelchair access, accommodates 50+ people, outdoor seating, live music",shoppingmall:asiatique,"popularzone:charoen krung, shoppingmall:asiatique","dining cruise, amex, dinner cruise",3.862126269191582,236126957.7,2809.0,11326.0,0.0,24.0,84060.8606977572,0.0,0.0,0.0,0.0,0.0,41.0,0.0,Viva Alangka Cruise,วีว่า อลังกา ครูช,Chinese,0.0
3933.0,Alangka Cruise,90.0,thai,"thai, international",cruise,"buffet, waterfront, open air/outdoor, cruise, casual dining, family friendly","indoor seating, outdoor seating, scenic view",popularzone:charoen krung,"shoppingmall:iconsiam, popularzone:charoen krung","dining cruise, dinner cruise, thai waterfront restaurants in charoen krung, charoen nakorn areas, amex",4.359219278829826,75600766.2,1362.0,3777.0,0.0,56.0,55507.1704845815,0.0,0.0,0.0,0.0,0.0,148.0,0.0,Alangka Cruise,อลังกา ครูช,Thai,0.0
3934.0,Cielo Sky Bar & Restaurant Rooftop,90.0,fusion,"fusion, thai, italian",rooftop,"rooftop, casual dining, open air/outdoor, family friendly","accommodates 80+ people, scenic view, vegan/vegetarian friendly, have baby chair, free wifi, indoor seating, outdoor seating, have parking, private room up to 40 people, live music, wheelchair access, accommodates 120+ people, accommodates 50+ people",btsroute:bts phra khanong,"popularzone:phra khanong, btsroute:bts phra khanong","christmas & new year deal, famous restaurants, time to celebrate, amex, celebrate love with us",4.724355668893888,748670776.8,16223.0,38302.0,154.0,243.0,46148.72568575479,0.009492695555692536,616.0,20.0,2.0,0.0,1865.0,0.0,Cielo Sky Bar & Restaurant Rooftop,ซีเอโล สกาย บาร์ แอนด์ เรสเตอรองท์ รูฟท็อป,Thai,0.03571428571428571
3935.0,You&I Premium Suki Buffet Passione Shopping Destination (Rayong),90.0,japanese,japanese,hot pot/shabu,"family friendly, hot pot/shabu, casual dining, chain restaurant, buffet","accommodates 50+ people, indoor seating",location:rayong,Unknown,"amex, celebration redtable awards 2025, you&i, time to celebrate, mala hub, goodbyemoney",4.720708756397194,3374670.0,226.0,517.0,2.0,7.0,14932.16814159292,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,You&I Premium Suki Buffet Passione Shopping Destination (Rayong),ยูแอนด์ไอ พรีเมี่ยมสุกี้บุฟเฟ่ต์ ศูนย์การค้าแพชชั่น ช้อปปิ้งแดสติเนชั่น (ระยอง),Thai,0.0
3937.0,Top Knot Rooftop Bar & Restaurant at Hotel Once Bangkok,90.0,european,"japanese, european, thai, american",rooftop,"wine bar, rooftop, fine dining, family friendly","indoor seating, outdoor seating, free wifi",popularzone:charoen krung,popularzone:charoen krung,amex,4.836028059820351,50671200.0,1909.0,4345.0,38.0,20.0,26543.321110529072,0.01990570979570456,0.0,0.0,0.0,0.0,201.0,0.0,Top Knot Rooftop Bar & Restaurant at Hotel Once Bangkok,Top Knot Rooftop Bar & Restaurant at Hotel Once Bangkok,International,0.0
3940.0,Legend Siam (Pattaya),90.0,thai,Unknown,activity/experience,Unknown,Unknown,location:pattaya,Unknown,amex,,62364114.29,935.0,8394.0,0.0,6.0,66699.58747593583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Legend Siam (Pattaya),Legend Siam (Pattaya),Thai,0.0
3941.0,Flashback Rooftop Bar,90.0,fusion,"thai, american, fusion, international",rooftop,"casual dining, family friendly, rooftop","have parking, live music, accommodates 50+ people, wheelchair access",popularzone:phrom phong,"btsroute:bts asok, popularzone:phrom phong","amex, free-flow promotion",4.862126269191582,5537700.0,228.0,572.0,3.0,4.0,24288.157894736843,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,Flashback Rooftop Bar,Flashback Rooftop Bar,International,0.0
3942.0,Tiva Urban Thaittoria at Pullman Bangkok Hotel G,90.0,fusion,"thai, italian, fusion",hotel restaurant,"hotel buffet, family friendly, casual dining, hotel restaurant","accommodates 50+ people, have parking, indoor seating, wheelchair access",popularzone:silom,"mrtroute:mrt sam yan, popularzone:silom","thai restaurants for 50+ guests near mrt si lom, sam yan, hua lamphong, amex, thai family friendly restaurants under 1000 baht near mrt sam yan, mrt hua lamphong",4.704255051767612,4927032.0,354.0,886.0,3.0,5.0,13918.169491525423,0.00847457627118644,0.0,0.0,0.0,0.0,23.0,0.0,Tiva Urban Thaittoria at Pullman Bangkok Hotel G,ทิวา โรงแรมพูลแมน กรุงเทพฯ จี,Italian,0.0
3943.0,Modan Japanese Restaurant Muang Thong,90.0,japanese,"thai, fusion, japanese, italian, international",omakase,"casual dining, omakase",have parking,popularzone:muangthong thani,popularzone:muangthong thani,amex,4.885105224326319,2006028.0,118.0,246.0,0.0,4.0,17000.237288135595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Modan Japanese Restaurant Muang Thong,โมดัน เจแปนนิส เรสเตอรองท์ เมืองทอง,International,0.0
3944.0,Sushi Niwa Bangkok Omakase,90.0,japanese,japanese,omakase,"fine dining, activity/experience, family friendly, omakase","wheelchair access, private room up to 10 people, have parking, indoor seating",location:pathum wan,"btsroute:bts phloen chit, popularzone:nana, popularzone:ploenchit","amex, top omakase",4.926549188954692,65013090.0,1158.0,2648.0,0.0,57.0,56142.56476683938,0.0,0.0,0.0,0.0,0.0,55.0,0.0,Sushi Niwa Bangkok Omakase,ซูชินิวะ โอมากาเสะ,Japanese,0.0
3945.0,,,,,,,,,,,,247650.0,6.0,22.0,0.0,1.0,41275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Garden Grille & Bar Hilton Garden Inn (Phuket),The Garden Grille & Bar โรงแรมฮิลตัน การ์เด้นท์ อินน์ (ภูเก็ต),International,0.0
3946.0,,,,,,,,,,,,321480.0,17.0,37.0,2.0,0.0,18910.58823529412,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,Summer Kiss Restaurant & Moon Bar,Summer Kiss Restaurant & Moon Bar,International,0.0
3947.0,,,,,,,,,,,,11889000.0,168.0,418.0,0.0,1.0,70767.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Digital Delicious,ดิจิทัล เดลิเชียส,Italian,0.0
3948.0,,,,,,,,,,,,10871412.0,363.0,1132.0,6.0,9.0,29948.793388429753,0.01652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,Take A Train Rooftop Izakaya Bar,เทคอะเทรน รูฟท็อป อิซากายะ บาร์,Japanese,0.0
3949.0,The Siam Tea Room (Asiatique the Riverfront Branch),90.0,thai,Unknown,waterfront,"casual dining, open air/outdoor, family friendly, waterfront, cafe/dessert, buffet","accommodates 50+ people, scenic view, private room up to 10 people, outdoor seating, indoor seating, have parking",shoppingmall:asiatique,Unknown,"best restaurants in bangkok, haimunroopai, amex, top sales hotel restaurants, must visit bkk 2025 for korean tourists, restaurants with river view",4.722761167519626,90745860.0,4503.0,14307.0,116.0,74.0,20152.311792138575,0.025760604041749943,476.0,35.0,0.0,0.0,389.0,0.0,The Siam Tea Room (Asiatique the Riverfront Branch),เดอะ สยาม ที รูม (เอเชียทีค เดอะริเวอร์ฟร้อนท์),Japanese,0.07352941176470588
3950.0,,,,,,,,,,,,2852040.0,72.0,216.0,0.0,1.0,39611.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Le Khwam Luck Cafe Bar and Restaurant,เลอความลัค คาเฟ่ บาร์ แอนด์ เรสเตอร์รอง,Italian,0.0
3951.0,,,,,,,,,,,,197265.0,18.0,50.0,0.0,0.0,10959.166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy Grill,อีซี่ กริล,Fusion,0.0
3953.0,MJ Hotpot ,90.0,chinese,"thai, chinese",hot pot/shabu,"casual dining, cafe/dessert, wine bar, family friendly, hot pot/shabu, waterfront","pet friendly, accommodates 50+ people, have parking, wheelchair access, private room up to 10 people",popularzone:rama 3,popularzone:rama 3,"mala hub, amex",4.817020207070447,10590120.0,226.0,745.0,1.0,7.0,46858.93805309734,0.004424778761061947,0.0,0.0,0.0,0.0,18.0,0.0,MJ Hotpot,เอ็มเจ ฮอทพอท,Japanese,0.0
3956.0,Vamps Cuisine,90.0,french,Unknown,fine dining,"family friendly, wine bar, fine dining, casual dining","have parking, private room up to 10 people",popularzone:nonthaburi,Unknown,amex,4.641417512794387,815400.0,45.0,99.0,1.0,0.0,18120.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,Vamps Cuisine,Vamps Cuisine,Japanese,0.0
3957.0,,,,,,,,,,,,114000.0,13.0,31.0,0.0,2.0,8769.23076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wabisabi Sushi Hut (Phuket),วาบิซาบิ ซูชิ ฮัท (ภูเก็ต),Japanese,0.0
3958.0,,,,,,,,,,,,462410832.0,10189.0,25263.0,59.0,339.0,45383.33810972617,0.005790558445382275,0.0,0.0,0.0,0.0,215.0,0.0,Oranjii - Japanese yakiniku & shabu Saphankwai (Zone 2),Oranjii - Japanese yakiniku & shabu Saphankwai (Zone 2),International,0.0
3959.0,,,,,,,,,,,,89400.0,5.0,29.0,0.0,0.0,17880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12°Plato,12เพลโต,International,0.0
3960.0,Michelle Gourmet,90.0,european,"european, french",family friendly,"family friendly, open air/outdoor",have parking,popularzone:ngamwongwan,"popularzone:ngamwongwan, popularzone:nonthaburi",Unknown,4.6601803845594025,97920.0,4.0,12.0,0.0,0.0,24480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michelle Gourmet,มิชแชล์กูร์เมท์,Japanese,0.0
3962.0,,,,,,,,,,,,18750.0,1.0,2.0,0.0,0.0,18750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,At Home Delicious Halal Cuisine,แอทโฮมเดลิเชียสฮาลาลคูซีน,International,0.0
3963.0,,,,,,,,,,,,539748.0,12.0,23.0,0.0,0.0,44979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hiro Omakase Samyam Mitrtown,ฮิโระ โอมากาเสะ สามย่าน มิตรทาวน์,Japanese,0.0
3964.0,,,,,,,,,,,,11807496.0,346.0,713.0,1.0,8.0,34125.71098265896,0.002890173410404624,0.0,0.0,0.0,0.0,0.0,0.0,Hiro Omakase The Promenade,ฮิโระ โอมากาเสะ เดอะ พรอมมานาด,Italian,0.0
3965.0,,,,,,,,,,,,158474712.0,5372.0,16172.0,25.0,165.0,29500.132539091584,0.004653760238272524,0.0,0.0,0.0,0.0,418.0,0.0,Oranjii - Japanese yakiniku & shabu Saphankwai (Zone 1),Oranjii - Japanese yakiniku & shabu Saphankwai (Zone 1),Korean,0.0
3966.0,Sopa,90.0,spanish,Unknown,fine dining,"fine dining, activity/experience",roadside parking,location:bang phlat,"popularzone:charan sanitwong, popularzone:pinklao","amex, celebrate love with us",4.797482573125575,180211125.0,3165.0,6464.0,1.0,59.0,56938.74407582938,0.000315955766192733,0.0,0.0,0.0,0.0,0.0,0.0,Sopa,Sopa,Steakhouse,0.0
3967.0,,,,,,,,,,,,16042320.0,555.0,1125.0,5.0,3.0,28905.08108108108,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,Kliff Beach Club (Pattaya),Kliff Beach Club (Pattaya),International,0.0
3968.0,,,,,,,,,,,,2140104.0,109.0,317.0,0.0,0.0,19633.981651376147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YuGrill 유그릴 Korean BBQ Buffet (Chiang Mai),YuGrill 유그릴 Korean BBQ Buffet (Chiang Mai),Korean,0.0
3969.0,Wok Wok Andaz Pattaya Jomtien Beach (Pattaya),90.0,thai,"european, italian, fusion, thai",hotel restaurant,"family friendly, hotel restaurant","wheelchair access, accommodates 50+ people, have parking",location:pattaya,Unknown,Unknown,4.791488699615039,3739000.0,199.0,505.0,13.0,0.0,18788.94472361809,0.06532663316582915,0.0,0.0,0.0,0.0,44.0,0.0,Wok Wok Andaz Pattaya Jomtien Beach (Pattaya),Wok Wok Andaz Pattaya Jomtien Beach (Pattaya),Chinese,0.0
3970.0,,,,,,,,,,,,39800810.0,7780.0,11819.0,99.0,21.0,5115.785347043702,0.012724935732647815,0.0,0.0,0.0,0.0,0.0,0.0,The Sathorn by Mode Sathorn Hotel,The Sathorn by Mode Sathorn Hotel,International,0.0
3971.0,La Cucina Andaz Pattaya Jomtien Beach (Pattaya),90.0,italian,Unknown,hotel restaurant,"hotel restaurant, buffet, open air/outdoor, family friendly","have parking, accommodates 50+ people, wheelchair access",location:pattaya,Unknown,Unknown,4.801771890992985,3688700.0,137.0,386.0,12.0,0.0,26924.817518248175,0.08759124087591241,0.0,0.0,0.0,0.0,112.0,0.0,La Cucina Andaz Pattaya Jomtien Beach (Pattaya),La Cucina Andaz Pattaya Jomtien Beach (Pattaya),Singaporean,0.0
3972.0,,,,,,,,,,,,933960.0,16.0,32.0,0.0,0.0,58372.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hotel Once Bangkok (Staycation),โฮเทล วันซ์ แบงคอก (สเตเคชั่น),Japanese,0.0
3973.0,Fish Club Andaz Pattaya Jomtien Beach (Pattaya),90.0,international,"international, japanese, thai",hotel restaurant,"activity/experience, casual dining, grill/bbq, hotel restaurant","accommodates 50+ people, live music, have parking, wheelchair access",location:pattaya,Unknown,Unknown,4.615804477993987,3161530.0,110.0,278.0,2.0,0.0,28741.18181818182,0.01818181818181818,51.0,4.0,0.0,0.0,47.0,0.0,Fish Club Andaz Pattaya Jomtien Beach (Pattaya),Fish Club Andaz Pattaya Jomtien Beach (Pattaya),Egyptian,0.0784313725490196
3975.0,Patong Bay Hill Resort (Phuket),90.0,fusion,"thai southern, thai, european, fusion",hotel restaurant,"activity/experience, hotel restaurant","accommodates 50+ people, have parking, wheelchair access",location:phuket,Unknown,amex,4.702657836489477,364950.0,28.0,62.0,0.0,2.0,13033.92857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patong Bay Hill Resort (Phuket),Patong Bay Hill Resort (Phuket),European,0.0
3976.0,,,,,,,,,,,,187461690.0,3333.0,12344.0,0.0,18.0,56244.13141314132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calypso Cabaret,คาลิปโซ่ คาบาเร่ต์,Thai,0.0
3977.0,,,,,,,,,,,,2310000.0,20.0,44.0,0.0,0.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kura House Omakase,Kura House Omakase,Japanese,0.0
