restaurant_id,name,days_in_advance,primary_cuisine,secondary_cuisines,primary_dining_style,secondary_dining_styles,facilities,primary_place,places,hashtags,weighted_rating_score,total_revenue,total_bookings,total_guests,total_no_shows,total_temporary_bookings,avg_revenue_per_booking,no_show_rate,kol_views,kol_likes,kol_comments,unique_kols_used,web_views,web_revenue
1350.0,VANIDA Bangkok,90.0,thai,Unknown,casual dining,"family friendly, casual dining",indoor seating,location:bang kho laem,popularzone:charoen krung,amex,4.74364911810016,11542686.0,554.0,1433.0,1.0,14.0,20835.173285198554,0.0018050541516245488,0.0,0.0,0.0,0.0,0.0,0.0
1352.0,,,,,,,,,,,,13286334.4,685.0,2245.0,2.0,62.0,19396.108613138687,0.00291970802919708,0.0,0.0,0.0,0.0,0.0,0.0
1353.0,Kuang Seafood Ratchada,60.0,thai,"thai, chinese",family friendly,"family friendly, casual dining","free wifi, accommodates 50+ people, private room up to 20 people, accommodates 120+ people, private room up to 10 people, have parking, indoor seating, outdoor seating, have baby chair, accommodates 80+ people",mrtroute:mrt huai khwang,"popularzone:ratchada, mrtroute:mrt huai khwang","must visit bkk 2025 for hongkong tourists, celebration redtable awards 2025, time to celebrate, buffet mania, amex",4.748513623385144,197454564.0,6606.0,16304.0,73.0,28.0,29890.18528610354,0.011050560096881623,1923.0,70.0,3.0,1.0,2817.0,0.0
1361.0,,,,,,,,,,,,4570550.0,112.0,220.0,1.0,8.0,40808.482142857145,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0
1363.0,,,,,,,,,,,,24365390.0,1674.0,4025.0,0.0,40.0,14555.191158900836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364.0,You&I Premium Suki Buffet The Mall Bangkae,90.0,japanese,japanese,hot pot/shabu,"family friendly, casual dining, buffet, chain restaurant, hot pot/shabu","indoor seating, accommodates 80+ people",location:bang khae,"shoppingmall:the mall bangkhae, mrtroute:mrt phasi charoen, mrtroute:mrt phetkasem 48","celebration redtable awards 2025, goodbyemoney, time to celebrate, amex",4.633628648498831,5897972.0,418.0,1102.0,0.0,20.0,14109.98086124402,0.0,0.0,0.0,0.0,0.0,62.0,0.0
1365.0,You&I Premium Suki Buffet The EmQuartier,240.0,japanese,japanese,hot pot/shabu,"hot pot/shabu, casual dining, buffet, chain restaurant, family friendly","have baby chair, wheelchair access, accommodates 50+ people, have parking",shoppingmall:emquartier,"popularzone:phrom phong, shoppingmall:emquartier, btsroute:bts phrom phong","you&i, amex, goodbyemoney, celebration redtable awards 2025, time to celebrate, mala hub",4.690593948832198,82687014.0,3351.0,13235.0,18.0,78.0,24675.32497761862,0.005371530886302597,0.0,0.0,0.0,0.0,161.0,0.0
1382.0,,,,,,,,,,,,156323500.0,6802.0,27746.0,73.0,90.0,22981.990591002646,0.010732137606586298,0.0,0.0,0.0,0.0,0.0,0.0
1383.0,,,,,,,,,,,,20385570.0,1202.0,3661.0,30.0,18.0,16959.70881863561,0.024958402662229616,0.0,0.0,0.0,0.0,0.0,0.0
1384.0,,,,,,,,,,,,97974900.0,5041.0,17233.0,74.0,71.0,19435.60801428288,0.014679627058123389,10616.0,72.0,0.0,0.0,0.0,0.0
1401.0,,,,,,,,,,,,85500.0,9.0,9.0,0.0,0.0,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410.0,You&I Premium Suki Buffet The Crystal Ratchapruek,90.0,japanese,japanese,hot pot/shabu,"family friendly, buffet, casual dining, hot pot/shabu, chain restaurant","indoor seating, accommodates 50+ people",awardtype:red table 2025,"popularzone:ratchaphruek, popularzone:nonthaburi","time to celebrate, amex, goodbyemoney, you&i, celebration redtable awards 2025, mala hub",4.730897015041648,5917702.0,445.0,945.0,1.0,13.0,13298.206741573034,0.0022471910112359553,0.0,0.0,0.0,0.0,98.0,0.0
1411.0,,,,,,,,,,,,5477932.0,310.0,629.0,0.0,1.0,17670.748387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420.0,,,,,,,,,,,,2500.0,1.0,1.0,1.0,0.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1421.0,,,,,,,,,,,,35839300.23,570.0,2201.0,1.0,52.0,62875.965315789465,0.0017543859649122807,0.0,0.0,0.0,0.0,0.0,0.0
1422.0,Oaker Steak,90.0,steakhouse,"steakhouse, international, american",casual dining,"casual dining, family friendly",indoor seating,popularzone:tha phra,"popularzone:tha phra, mrtroute:mrt tha phra",amex,4.7157958391489645,1477932.0,122.0,531.0,0.0,2.0,12114.196721311475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433.0,The Seafood Cafe & Restaurant,90.0,thai,"chinese, fusion, thai, international",buffet,"buffet, family friendly, casual dining","accommodates 50+ people, indoor seating",mrtroute:mrt wat mangkon,"mrtroute:mrt hua lamphong, mrtroute:mrt wat mangkon","top 10 restaurant bkk (sg), top 10 restaurant bkk (my), thai restaurants for 50+ guests near mrt si lom, sam yan, hua lamphong, top 10 restaurant bkk (hk), amex, thai family friendly restaurants under 1000 baht near mrt sam yan, mrt hua lamphong, must visit bkk 2025 for hongkong tourists, birthday celebration, top 10 restaurant bkk (tw), time to celebrate, must visit bkk 2025 for korean tourists, celebration redtable awards 2025, buffet mania, best selling weekday, famous restaurants",4.793557412008453,407343280.0,11135.0,33672.0,197.0,163.0,36582.24337674001,0.017691962281095645,10438.0,581.0,43.0,4.0,1446.0,0.0
1448.0,,,,,,,,,,,,9480180.0,524.0,2315.0,2.0,10.0,18091.946564885497,0.003816793893129771,0.0,0.0,0.0,0.0,0.0,0.0
1456.0,test,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,mrtroute:mrt bang sue,Unknown,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
1457.0,The House of Smooth Curry - The Athenee Hotel,150.0,thai,Unknown,hotel restaurant,"hotel restaurant, fine dining","indoor seating, have parking, wheelchair access",popularzone:ploenchit,"popularzone:chidlom, popularzone:ploenchit, btsroute:bts phloen chit","hotel buffet recommended, amex",4.780639980264442,15529836.0,477.0,1467.0,10.0,5.0,32557.30817610063,0.020964360587002098,0.0,0.0,0.0,0.0,14.0,0.0
1458.0,The Silk Road - The Athenee Hotel,120.0,chinese,Unknown,hotel restaurant,hotel restaurant,"have parking, indoor seating, wheelchair access",btsroute:bts phloen chit,"popularzone:ploenchit, btsroute:bts phloen chit","top 10 restaurant bkk (kr), amex",4.8723841514630495,78141484.0,1439.0,6209.0,5.0,25.0,54302.62960389159,0.0034746351633078527,0.0,0.0,0.0,0.0,115.0,0.0
1459.0,,,,,,,,,,,,1351860.0,67.0,158.0,0.0,0.0,20177.014925373136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483.0,Praya Kitchen Bangkok Marriott Hotel The Surawongse,90.0,international,Unknown,buffet,buffet,"have parking, have baby chair, indoor seating, free wifi",popularzone:silom,popularzone:silom,"fancy restaurants in bangkok under $50, haimunroopai",4.475221486374124,54997440.0,1095.0,4953.0,24.0,20.0,50225.97260273973,0.021917808219178082,31080.0,376.0,18.0,3.0,3134.0,0.0
1487.0,Benares Modern Indian Cuisine Bangkok,90.0,indian,"indian, international, fusion",fine dining,"fine dining, chain restaurant, grill/bbq","have parking, free wifi, halal, have baby chair, wheelchair access, accommodates 50+ people, vegan/vegetarian friendly",btsroute:bts nana,btsroute:bts nana,international fine dining accomodating 50+ people,4.796163855625201,5432860.0,165.0,423.0,7.0,0.0,32926.42424242424,0.04242424242424243,0.0,0.0,0.0,0.0,33.0,0.0
1538.0,Thara Thong Royal Orchid Sheraton,90.0,thai,"thai southern, thai isaan, thai, thai northern",casual dining,"casual dining, waterfront, hotel restaurant","halal, free wifi, outdoor seating, vegan/vegetarian friendly, indoor seating, have parking",popularzone:charoen krung,popularzone:charoen krung,"birthday celebration, must visit bkk 2025 for korean tourists, celebration redtable awards 2025, you&i, thai waterfront restaurants in charoen krung, charoen nakorn areas, top 10 restaurant bkk (kr), amex",4.792447567526396,68684384.0,3218.0,13795.0,40.0,44.0,21343.811062771907,0.012430080795525171,0.0,0.0,0.0,0.0,309.0,0.0
1545.0,Paii at The House on Sathorn,90.0,thai,Unknown,hotel restaurant,"hotel restaurant, fine dining","have parking, wheelchair access, indoor seating",btsroute:bts chong nonsi,"btsroute:bts saint louis, popularzone:silom, btsroute:bts chong nonsi","fancy restaurants in bangkok under $50, luxury thai restaurants over 3000 baht, amex, hungry hub picks, best restaurants in bangkok",4.900621397856704,180342220.0,3952.0,9253.0,7.0,38.0,45633.1528340081,0.001771255060728745,9861.0,0.0,20.0,1.0,312.0,0.0
1546.0,,,,,,,,,,,,59741120.0,3997.0,8721.0,19.0,35.0,14946.48986740055,0.0047535651738804105,0.0,0.0,0.0,0.0,0.0,0.0
1552.0,,,,,,,,,,,,19090396.0,377.0,1159.0,3.0,7.0,50637.65517241379,0.007957559681697613,0.0,0.0,0.0,0.0,0.0,0.0
1559.0,Zest Bar & Terrace @ The Westin Grande Sukhumvit,90.0,international,international,pub/bar,"cafe/dessert, pub/bar, afternoon tea, tapas/small plates","free wifi, scenic view, valet parking, have parking, have baby chair, vegan/vegetarian friendly, live music, accommodates 80+ people, outdoor seating, accommodates 50+ people, indoor seating, halal",btsroute:bts asok,"btsroute:bts asok, popularzone:asok",Unknown,4.562435563653722,967864.0,62.0,136.0,1.0,2.0,15610.709677419354,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0
1560.0,La Tavola Renaissance Bangkok,90.0,italian,Unknown,hotel restaurant,"hotel restaurant, family friendly",Unknown,popularzone:chidlom,Unknown,"top 10 restaurant bkk (india), pizza",4.772257850324929,4437952.0,197.0,531.0,6.0,0.0,22527.675126903552,0.030456852791878174,0.0,0.0,0.0,0.0,1520.0,0.0
1561.0,The Bakery at The Athenee Hotel,60.0,international,"french, thai, international, fusion, european",afternoon tea,"family friendly, casual dining, cafe/dessert, afternoon tea","indoor seating, have parking, wheelchair access",popularzone:chidlom,"popularzone:ploenchit, btsroute:bts phloen chit, popularzone:chidlom","thai casual dining restaurants under 500 baht near bts chit lom, bts nana, and bts phloen chit, amex",4.729301281038707,14310800.0,1707.0,3647.0,9.0,15.0,8383.596953719976,0.005272407732864675,0.0,0.0,0.0,0.0,0.0,0.0
1572.0,,,,,,,,,,,,61903550.0,2733.0,5744.0,32.0,42.0,22650.402488108306,0.011708744968898645,0.0,0.0,0.0,0.0,0.0,0.0
1573.0,,,,,,,,,,,,243390.0,22.0,61.0,0.0,0.0,11063.181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579.0,SEEN Rooftop Avani Riverside,90.0,european,"international, european",rooftop,"family friendly, hotel restaurant, rooftop, waterfront, open air/outdoor","scenic view, outdoor seating, wheelchair access, have parking, have baby chair",awardtype:red table 2022,"popularzone:thonburi, popularzone:charoen nakorn","free-flow promotion, goodbyemoney, top 10 restaurant bkk (ca), birthday celebration, famous restaurants, top 10 restaurant bkk (ger)",4.758328032187116,73871950.0,1436.0,3578.0,36.0,0.0,51442.862116991644,0.025069637883008356,0.0,0.0,0.0,0.0,368.0,0.0
1582.0,Benihana at Riverside Plaza,90.0,japanese,Unknown,teppanyaki,"teppanyaki, family friendly, casual dining, hotel restaurant, buffet","wheelchair access, accommodates 50+ people, have parking, indoor seating",awardbadge:red table award,"popularzone:charoen nakorn, popularzone:thonburi","birthday celebration, top sales hotel restaurants",4.840444134613666,84388560.0,1596.0,5198.0,19.0,0.0,52875.03759398496,0.011904761904761904,80.0,5.0,0.0,0.0,172.0,0.0
1584.0,,,,,,,,,,,,4145410.0,48.0,131.0,0.0,3.0,86362.70833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594.0,Flavors at Renaissance Bangkok,90.0,international,"fusion, thai, international, european",hotel buffet,"buffet, hotel buffet, family friendly, casual dining, hotel restaurant","wheelchair access, accommodates 50+ people, have parking, indoor seating",btsroute:bts chit lom,"btsroute:bts chit lom, popularzone:chidlom","come more pay less, hungry hub picks, must visit bkk 2025 for hongkong tourists, top 10 restaurant bkk (hk), big group dining, hotel buffet recommended",4.54640170107322,168294360.0,4864.0,18468.0,164.0,0.0,34599.99177631579,0.033717105263157895,24200.0,460.0,12.0,1.0,3270.0,0.0
1604.0,,,,,,,,,,,,63200.0,4.0,8.0,0.0,0.0,15800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613.0,Moom Muum Park Terminal 21 Asok,60.0,fusion,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.48391766866992,5340070.0,242.0,825.0,5.0,7.0,22066.404958677685,0.02066115702479339,0.0,0.0,0.0,0.0,78.0,0.0
1617.0,,,,,,,,,,,,19184.0,1.0,2.0,0.0,0.0,19184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622.0,Panorama Crowne Plaza Bangkok Lumpini Park,90.0,international,Unknown,hotel restaurant,"casual dining, hotel restaurant","free wifi, have parking, indoor seating, accommodates 120+ people, accommodates 50+ people, wheelchair access, accommodates 80+ people",btsroute:bts sala daeng,"popularzone:rama 4, btsroute:bts sala daeng, mrtroute:mrt sam yan","amex, sunday brunch, good for big group, hotel buffets, come more pay less",4.647429917886695,7807692.0,217.0,618.0,2.0,3.0,35980.14746543779,0.009216589861751152,0.0,0.0,0.0,0.0,129.0,0.0
1625.0,Takieng at Renaissance Resort & Spa (Phuket),90.0,thai,Unknown,casual dining,"family friendly, casual dining, hotel restaurant, wine bar","free wifi, outdoor seating, indoor seating, scenic view, have parking, have baby chair",location:phuket,Unknown,Unknown,4.695937788452632,711300.0,25.0,85.0,0.0,0.0,28452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629.0,Skyview Hotel Sukhumvit Soi 24 Staycation ,90.0,international,international,staycation,Unknown,massage & spa,popularzone:phrom phong,"popularzone:phrom phong, btsroute:bts phrom phong","5 star hotels, staycation, celebration redtable awards 2025, birthday celebration, amex, bangkok staycation",4.740873234779066,486021500.0,7086.0,14139.0,16.0,43.0,68588.97826700537,0.0022579734688117415,0.0,0.0,0.0,0.0,186.0,0.0
1639.0,,,,,,,,,,,,974260.0,51.0,120.0,0.0,1.0,19103.13725490196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641.0,,,,,,,,,,,,11800.0,1.0,2.0,0.0,0.0,11800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646.0,,,,,,,,,,,,125210.0,10.0,29.0,0.0,0.0,12521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648.0,Rossini's at Sheraton Grande Sukhumvit A Luxury Collection Hotel,60.0,italian,Unknown,hotel restaurant,"casual dining, fine dining, hotel restaurant","indoor seating, private room up to 10 people, free wifi, wheelchair access, vegan/vegetarian friendly, private room up to 20 people",btsroute:bts asok,"popularzone:asok, btsroute:bts asok","must visit bkk 2025 for korean tourists, christmas & new year deal, buffet brunch sheraton grande sukhumvit, come more pay less, italian fine dining restaurants under 1000 baht, time to celebrate",4.962121568252928,42800345.0,1584.0,3883.0,41.0,44.0,27020.41982323232,0.025883838383838384,0.0,0.0,0.0,0.0,1740.0,0.0
1650.0,,,,,,,,,,,,57480.0,4.0,12.0,0.0,0.0,14370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656.0,Fallabella River Front Iconsiam,240.0,international,"european, international, fusion",rooftop,"casual dining, waterfront, family friendly, mall restaurant, rooftop","scenic view, free wifi, accommodates 50+ people, indoor seating, outdoor seating",shoppingmall:iconsiam,"shoppingmall:iconsiam, btsroute:bts charoen nakhon","restaurants with river view, top 10 restaurant bkk (uk), top 10 restaurant bkk (phl), top 10 restaurant bkk (swe), must visit bkk 2025 for korean tourists, amex, free-flow promotion, famous restaurants, birthday celebration, must visit bkk 2025 for hongkong tourists",4.527920373138642,293544360.0,11395.0,27674.0,519.0,162.0,25760.803861342694,0.04554629223343572,0.0,0.0,0.0,0.0,1690.0,0.0
1659.0,,,,,,,,,,,,8556180.0,329.0,930.0,0.0,20.0,26006.62613981763,0.0,0.0,0.0,0.0,0.0,22.0,0.0
1661.0,,,,,,,,,,,,162383740.0,6468.0,18708.0,0.0,21.0,25105.711193568335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664.0,,,,,,,,,,,,1970890.0,220.0,379.0,0.0,1.0,8958.59090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666.0,The Coffee Club Singha Complex,90.0,fusion,"thai, fusion, american, international, european",casual dining,"family friendly, cafe/dessert, casual dining, chain restaurant",indoor seating,popularzone:ratchada,"popularzone:ratchada, mrtroute:mrt phetchaburi",Unknown,4.716064173575895,5390430.0,547.0,1025.0,1.0,0.0,9854.53382084095,0.0018281535648994515,0.0,0.0,0.0,0.0,17.0,0.0
1667.0,The Coffee Club Wireless Road,90.0,fusion,"fusion, international, thai, european, american",casual dining,"casual dining, chain restaurant, family friendly, cafe/dessert",indoor seating,popularzone:ploenchit,"popularzone:ploenchit, btsroute:bts phloen chit","thai casual dining restaurants under 500 baht near bts chit lom, bts nana, and bts phloen chit",4.77708523315007,4295980.0,439.0,825.0,0.0,0.0,9785.831435079726,0.0,0.0,0.0,0.0,0.0,15.0,0.0
1671.0,The Coffee Club Maitria Hotel,60.0,fusion,"european, american, international, thai, fusion",casual dining,"chain restaurant, cafe/dessert, casual dining, family friendly",indoor seating,location:khlong toei,"btsroute:bts asok, popularzone:phrom phong, popularzone:asok","thai chain restaurants near bts nana, asok & phrom phong under 500 baht",4.806704930058055,1598120.0,177.0,337.0,0.0,0.0,9028.926553672316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672.0,,,,,,,,,,,,152200.0,7.0,26.0,0.0,0.0,21742.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673.0,SOSHI So/ Bangkok,90.0,japanese,Unknown,buffet,"casual dining, buffet, family friendly",indoor seating,mrtroute:mrt lumphini,"popularzone:rama 4, mrtroute:mrt lumphini, popularzone:sathon","amex, birthday celebration, hotel buffet recommended, hottest promotion",4.75680688475924,224993570.0,6524.0,18243.0,48.0,52.0,34487.05855303495,0.007357449417535254,0.0,0.0,0.0,0.0,89.0,0.0
1678.0,,,,,,,,,,,,21800.0,1.0,2.0,0.0,0.0,21800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682.0,The Coffee Club Chatrium Sathorn Narathiwas 24,90.0,fusion,"american, fusion, thai, european, international",casual dining,"casual dining, family friendly, cafe/dessert, chain restaurant",indoor seating,location:yan nawa,popularzone:sathu pradit,Unknown,4.73629172710436,10188080.0,828.0,1926.0,0.0,0.0,12304.444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683.0,The Coffee Club Mode Sathorn BTS Surasak,90.0,fusion,"fusion, thai, european, international, american",casual dining,"family friendly, chain restaurant, cafe/dessert, casual dining",indoor seating,popularzone:silom,"popularzone:silom, btsroute:bts surasak",Unknown,4.778329938587529,2774650.0,315.0,595.0,0.0,0.0,8808.412698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684.0,The Coffee Club River City,90.0,thai,"thai, australian, european, american",buffet,"healthy, casual dining, buffet, cafe/dessert","free wifi, accommodates 50+ people, indoor seating",popularzone:charoen nakorn,"popularzone:charoen nakorn, mrtroute:mrt hua lamphong","thai restaurants for 50+ guests near mrt si lom, sam yan, hua lamphong, restaurants with river view",4.777731352445722,20122990.0,1666.0,3895.0,62.0,2.0,12078.625450180072,0.03721488595438175,0.0,0.0,0.0,0.0,172.0,0.0
1685.0,The Coffee Club Holiday Inn Express Sathorn,90.0,fusion,"american, fusion, international, thai, european",casual dining,"chain restaurant, casual dining, family friendly, cafe/dessert",indoor seating,btsroute:bts chong nonsi,"btsroute:bts chong nonsi, mrtroute:mrt sam yan, popularzone:sathon, popularzone:silom","thai restaurants for 50+ guests near mrt si lom, sam yan, hua lamphong, thai family friendly restaurants under 1000 baht near mrt sam yan, mrt hua lamphong",4.761315099895011,1523970.0,212.0,343.0,0.0,0.0,7188.537735849057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686.0,The Coffee Club Tha Maharaj,90.0,fusion,"american, fusion, international, european, thai",casual dining,"casual dining, chain restaurant, cafe/dessert, family friendly",indoor seating,popularzone:maharaj,popularzone:siriraj,Unknown,4.68478580544617,7201880.0,612.0,1388.0,2.0,5.0,11767.777777777777,0.0032679738562091504,0.0,0.0,0.0,0.0,0.0,0.0
1689.0,,,,,,,,,,,,132260.0,9.0,34.0,0.0,0.0,14695.555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690.0,,,,,,,,,,,,13000.0,1.0,2.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691.0,,,,,,,,,,,,703000.0,24.0,74.0,0.0,0.0,29291.666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703.0,,,,,,,,,,,,72000.0,3.0,4.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704.0,,,,,,,,,,,,7685800.0,79.0,256.0,0.0,0.0,97288.60759493671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706.0,Shintaro at Anantara Siam Hotel,90.0,japanese,Unknown,hotel restaurant,Unknown,Unknown,popularzone:rajdamri,Unknown,Unknown,4.521332403840998,1370200.0,44.0,102.0,0.0,0.0,31140.909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707.0,,,,,,,,,,,,214500.0,11.0,22.0,0.0,0.0,19500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709.0,,,,,,,,,,,,6091000.0,393.0,911.0,3.0,3.0,15498.727735368957,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0
1713.0,,,,,,,,,,,,710016.0,29.0,66.0,0.0,1.0,24483.310344827587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716.0,,,,,,,,,,,,21800.0,1.0,2.0,0.0,0.0,21800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722.0,Baan Khanitha and Gallery Sathorn,240.0,thai,Unknown,family friendly,family friendly,Unknown,popularzone:sathon,"mrtroute:mrt si lom, popularzone:sathon, popularzone:silom",amex,4.800966485996174,3789540.0,110.0,322.0,6.0,5.0,34450.36363636364,0.05454545454545454,0.0,0.0,0.0,0.0,24.0,0.0
1723.0,,,,,,,,,,,,12075204.0,253.0,916.0,7.0,7.0,47728.0790513834,0.02766798418972332,0.0,0.0,0.0,0.0,0.0,0.0
1725.0,,,,,,,,,,,,17000.0,1.0,2.0,0.0,0.0,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727.0,,,,,,,,,,,,102226810.0,2727.0,10875.0,47.0,0.0,37486.91235790246,0.017235056839017236,0.0,0.0,0.0,0.0,0.0,0.0
1728.0,Albricias at Chatrium Residence Sathorn,90.0,mediterranean,spanish,fine dining,"hotel restaurant, tapas/small plates, fine dining, open air/outdoor","free wifi, private room up to 20 people, accommodates 50+ people, have baby chair, indoor seating, private room up to 10 people, have parking, massage & spa, wheelchair access, outdoor seating, kids playground, swimming pool",awardbadge:red table award,"popularzone:sathon, popularzone:rama 3","top 20 restaurants in thailand, story of us, top sales hotel restaurants, birthday celebration, redtable 2024 award winner, best restaurants in bangkok, hottest promotion, you&i, celebration redtable awards 2025, amex, time to celebrate",4.7986816917811295,170121875.0,3540.0,11384.0,10.0,56.0,48057.02683615819,0.002824858757062147,9832.0,176.0,7.0,1.0,3003.0,0.0
1733.0,Banyan Tree Bangkok Staycation,90.0,international,Unknown,staycation,Unknown,massage & spa,popularzone:sathon,popularzone:sathon,"famous restaurants, amex, must visit bkk 2025 for korean tourists, staycation, 5 star hotels, birthday celebration, celebration redtable awards 2025, bangkok staycation",4.786453105021576,324482470.0,3463.0,6897.0,23.0,48.0,93699.81807681201,0.006641640196361536,0.0,0.0,0.0,0.0,444.0,0.0
1734.0,,,,,,,,,,,,12447768.0,506.0,1080.0,2.0,23.0,24600.332015810276,0.003952569169960474,0.0,0.0,0.0,0.0,0.0,0.0
1736.0,Rim Talay @ Amari Patong (Phuket),90.0,thai southern,"thai, thai southern",hotel restaurant,"casual dining, waterfront, family friendly, open air/outdoor, hotel restaurant","scenic view, indoor seating, have parking, outdoor seating, wheelchair access",location:phuket,Unknown,thai waterfront restaurants near me,4.728703069658789,2524500.0,232.0,593.0,6.0,0.0,10881.465517241379,0.02586206896551724,0.0,0.0,0.0,0.0,0.0,0.0
1739.0,,,,,,,,,,,,1077600.0,55.0,172.0,0.0,2.0,19592.727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741.0,,,,,,,,,,,,1355400.0,99.0,296.0,0.0,1.0,13690.90909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743.0,,,,,,,,,,,,261800.0,9.0,22.0,0.0,0.0,29088.88888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746.0,,,,,,,,,,,,8990.0,1.0,1.0,0.0,0.0,8990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747.0,JUMBO Seafood Iconsiam,240.0,singaporean,"chinese, singaporean",family friendly,"family friendly, chain restaurant, casual dining, mall restaurant","free wifi, indoor seating, have parking, wheelchair access",shoppingmall:iconsiam,"shoppingmall:iconsiam, btsroute:bts charoen nakhon","time to celebrate, come more pay less, amex, must visit bkk 2025 for hongkong tourists, must visit bkk 2025 for korean tourists",4.625684500264711,132778380.0,4182.0,13323.0,207.0,95.0,31749.97130559541,0.04949784791965567,268.0,13.0,1.0,0.0,1761.0,0.0
1764.0,,,,,,,,,,,,14910.0,1.0,3.0,0.0,0.0,14910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767.0,Stella Palace 79th floor at Baiyoke Sky Hotel 79th floor,120.0,chinese,"japanese, fusion, chinese, international",hotel buffet,"casual dining, hotel restaurant, family friendly, buffet, hotel buffet","accommodates 120+ people, indoor seating, accommodates 50+ people, accommodates 80+ people, scenic view, wheelchair access, have parking",awardbadge:red table award,popularzone:phaya thai,"celebration redtable awards 2025, you&i, hotel buffet recommended, time to celebrate, birthday celebration, best selling weekday, best dim sum buffets in bangkok, amex",4.74457012338704,340037295.0,7329.0,27218.0,107.0,22.0,46396.13794514941,0.014599536089507436,1388.0,86.0,0.0,0.0,225.0,0.0
1768.0,THE Map Mestyle Museum Hotel,90.0,international,"thai, international",hotel buffet,"buffet, family friendly, casual dining, hotel buffet, hotel restaurant","wheelchair access, have parking, indoor seating",popularzone:ratchada,popularzone:mengjai,"amex, top sales hotel restaurants, nonchopkin",4.843603609589606,127662360.0,4689.0,17026.0,2.0,355.0,27225.92450415867,0.00042653017701002344,28355.0,614.0,8.0,2.0,1602.0,0.0
1769.0,Tsu Japanese Restaurant at JW Marriott Hotel Bangkok,60.0,japanese,Unknown,hotel restaurant,"hotel restaurant, buffet, hotel buffet, fine dining, family friendly","indoor seating, wheelchair access, have parking",btsroute:bts nana,"popularzone:nana, btsroute:bts phloen chit, btsroute:bts nana","hotel buffet recommended, celebration redtable awards 2025, top sales hotel restaurants, amex",4.867905108336843,14903980.0,322.0,808.0,10.0,2.0,46285.65217391304,0.031055900621118012,0.0,0.0,0.0,0.0,944.0,0.0
1771.0,Chuan Kitchen CentralWorld,90.0,chinese,Unknown,family friendly,"casual dining, mall restaurant, family friendly","have parking, indoor seating, wheelchair access",shoppingmall:central world,"shoppingmall:central world, btsroute:bts chit lom, popularzone:chidlom, popularzone:siam, btsroute:bts siam",amex,4.743952906543491,3298810.0,112.0,565.0,7.0,0.0,29453.660714285714,0.0625,0.0,0.0,0.0,0.0,18.0,0.0
